LDGS_NM,AFRM_KWRD_CN,AFRM_WGHTVAL_SCORE,NEGA_KWRD_CN,NEGA_WGHTVAL_SCORE
평택 브라운도트 평택역점,"['수구', '구규', '기계', '오픈', '식염수']","[0.3004845650032636, 0.3004845650032636, 0.1852602108781863, 0.13174976095599958, 0.09681113639394266]","['객실', '스타일', '침대', '주차', '냄새']","[-0.48629958289642633, -0.3360214019398966, -0.31917060207476977, -0.211602962910221, -0.19837339142024285]"
티트리호텔,"['무료', '쾌적', '사당역', '제일', '모텔']","[0.2682768146816587, 0.24254489199437965, 0.23669616878618938, 0.14558304673858524, 0.14047654911085164]","['깔끔', '친절', '컨디션', '화장실', '시설']","[-0.41023721107993055, -0.22365948143572345, -0.19429399965190464, -0.18845207616476964, -0.17845080966047283]"
부산 범천동 하운드 서면 범천,"['주차', '하고', '업그레이드', '따듯', '신경']","[0.9025918656403183, 0.570555102113768, 0.474366336214483, 0.4716718021684663, 0.4535079080047608]","['친절', '조식', '화장실', '직원', '침구']","[-1.0479641326545241, -0.9774207122984309, -0.7778211726665197, -0.7429984350431472, -0.6575740792340671]"
헨나호텔 서울명동,"['스피커', '블루투스', '창문', '미니', '건너편']","[0.3969275684239969, 0.3969275684239969, 0.28437223344313867, 0.2693551132529687, 0.22350329576346764]","['가격', '청소', '공룡', '쾌적', '로봇']","[-0.47502150750453137, -0.43802875251384626, -0.43678494482683555, -0.405866016977699, -0.38014328414762716]"
호텔 앨리스 앤 트렁크,"['깨끗', '기분', '공유', '마트', '고급']","[0.34969198255976364, 0.3330765397458009, 0.26206276905905657, 0.21816721824381838, 0.1943804756271034]","['위치', '가격', '공항', '요청', '침구']","[-0.5563298597259729, -0.4838570060607686, -0.4140960078825282, -0.4000539801716803, -0.3880821797906631]"
호텔 레오 제주,"['스타일', '깔끔', '청결', '시설', '가능']","[0.9422544564706381, 0.6982722434118053, 0.6943165585184422, 0.6884063489850495, 0.5814350248053576]","['루프', '친절', '근접', '직원', '제주도']","[-1.7689260872204178, -1.6886330831386842, -1.1753555525014214, -1.0519518909153438, -0.7476208273906036]"
호텔 에어시티 제주,"['가족', '먼지', '온돌방', '온돌', '주차장']","[0.4565121969146396, 0.36849762780662304, 0.33408949704500235, 0.3266911084936827, 0.30868491903199713]","['객실', '조식', '직원', '야경', '고장']","[-0.5458771323635256, -0.5094701606214312, -0.4346706950338093, -0.3718344356733407, -0.3505361339517822]"
코델리아s 호텔 앤 리조트,"['객실', '청결', '별관', '프론트', '수영장']","[0.7367295295519507, 0.46664282915611116, 0.34312215120272144, 0.30912018793290463, 0.3014310956456327]","['냄새', '시설', '직원', '침대', '족욕']","[-0.5917356457014199, -0.4136460666916827, -0.3808846447759694, -0.3772128756540881, -0.3631070266729368]"
힐튼 가든인 서울 강남,"['수영장', '객실', '루프', '주차', '기회']","[0.6563149515456529, 0.3732356217318341, 0.3520034552219365, 0.2901510918756608, 0.24109381548358283]","['조식', '가격', '깨끗', '카페', '아침']","[-0.45447962766985905, -0.30530812414414, -0.2965600672723493, -0.2658635236831899, -0.2580750160966964]"
종로 pop2,"['깔끔', '냄새', '넷플릭스', '시설', '깨끗']","[0.896749173531684, 0.5199467145082042, 0.4877529745874417, 0.4494356167710076, 0.43724461111221175]","['미안', '청결', '욕실', '침대', '바닥']","[-0.9462778343561006, -0.30281313193456355, -0.24386565513576053, -0.2066879000090542, -0.19469029117589132]"
호텔 엘렌 제주,"['주차장', '연동', '우수', '따뜻', '냄새']","[0.42661205402399144, 0.292185889085821, 0.2540048893373447, 0.17527994294576707, 0.1664432485018183]","['깨끗', '친절', '객실', '청소', '소음']","[-0.6301628036684965, -0.24414755549821623, -0.23013761543690675, -0.22879557989568758, -0.21503291156106863]"
부산 사상 소르젠떼 비지니스 호텔,"['깔끔', '친절', '깨끗', '청결', '시설']","[0.6513156322411328, 0.5414999947754588, 0.3966070027962654, 0.31588417811042346, 0.264484259314897]","['조식', '침대', '여행', '무난', '위치']","[-1.2032152220992556, -0.44374126749024595, -0.383943316657122, -0.3613649695734252, -0.3380624613412721]"
고흥 썬밸리 리조트,"['객실', '경치', '깨끗', '침대', '건물']","[0.31622399596621387, 0.30377729106650037, 0.2578987359481975, 0.2552102471124968, 0.22435350594090547]","['방조제', '고흥', '깔끔', '가능', '위생']","[-0.43477908199425136, -0.415171738992776, -0.33533982431357334, -0.2856619359537263, -0.26430092460144755]"
돔베리조트,"['깔끔', '사용', '올레길', '사진', '아침']","[0.15642713635948868, 0.1562424917750054, 0.1446684459428716, 0.13982818714680986, 0.13879325004972334]","['객실', '취사도구', '미비', '밤섬', '정보']","[-0.1854484874436772, -0.16983742479582775, -0.16037570383569444, -0.16037570383569444, -0.16037570383569444]"
완주 보헤미안 드라이브인 무인호텔,"['맥주', '음료', '생수', '컵라면', '안주']","[0.44264569100823614, 0.3657647712365495, 0.31470047216171587, 0.2880420687673843, 0.25481497633133493]","['시설', '깨끗', '가격', '깔끔', '여행']","[-0.4745502732356566, -0.3391806143840029, -0.22811936685799156, -0.21774592597073922, -0.20449145566753293]"
부산 광안리 스튜디오202,"['진짜진짜', '신축', '와인', '친절', '충분']","[0.15245853484219493, 0.12334742737850446, 0.12115798479856389, 0.09058471774014258, 0.08891007512103583]","['방음', '주차', '번호', '깨끗', '편의']","[-0.22714717705670157, -0.218116355807249, -0.17801818644167708, -0.15647866409748384, -0.13234198794493213]"
부산 서면 넘버25 서면역점,"['깨끗', '객실', '화장실', '넷플릭스', '시설']","[0.9783803137503361, 0.6852195883843909, 0.6433823175599506, 0.6247823739126693, 0.5568236168607026]","['가게', '현금', '모텔', '직원', '시장']","[-0.6484992863931514, -0.6480141297735732, -0.5769227299816466, -0.5577354006221781, -0.5553069668671146]"
라비드아틀란 해운대(호텔),"['친절', '직원', '클럽', '소리', '바다']","[0.5808512054718377, 0.46581626744267846, 0.4373462359853647, 0.42858813017659003, 0.42346247632556133]","['엘리베이터', '위치', '주차', '제가', '처음']","[-0.7218783169038437, -0.612235074049422, -0.5875170351860697, -0.5232682318359745, -0.4524918445982379]"
곤지암리조트,"['여행', '아기', '노블', '가족', '바탕']","[2.780503786692355, 1.620919359789228, 1.348929137371571, 1.3194218652991392, 1.1817610075640264]","['곤지암', '한양', '친절', '시설', '깔끔']","[-3.4978254533650976, -2.4884995902080966, -1.882096963369722, -1.8404775878120543, -1.771731208380884]"
해운대 씨클라우드 호텔 앤 레지던스(호텔),"['청소', '수영장', '여행', '위생', '상쾌']","[0.8177192886057949, 0.5223936159857685, 0.49524755468046017, 0.46783956622368633, 0.44934524160592837]","['엘리베이터', '침대', '바다', '접근성', '기대']","[-0.7907829536738613, -0.5689243632725915, -0.3869416818773, -0.3060059308088873, -0.29253924770348616]"
천안 넘버25 천안역점,"['관리', '금연', '기가', '가격', '절하']","[0.25884349133978346, 0.24893067607735134, 0.2207597545653956, 0.2204239402402801, 0.218346586292693]","['화장실', '넷플릭스', '청소', '시설', '에어컨']","[-0.3991529321476016, -0.3860854824930264, -0.3754809056497758, -0.37041738875616403, -0.32145810011752235]"
공주 반디 호텔,"['친절', '깔끔', '객실', '청결', '동학사']","[0.5734909905829166, 0.5701508862591665, 0.4549281390629778, 0.2381544507173517, 0.21740830800678773]","['정말', '연결', '페이', '컴퓨터', '시설']","[-0.6090384231477377, -0.31577679265008957, -0.31526383838565053, -0.3072812444131992, -0.29673629381615435]"
켄싱턴리조트 경주,"['조식', '객실', '화장실', '청소', '바닥']","[1.8660249739270443, 1.3846293058434318, 1.285824382761952, 1.116758467215154, 1.0938392824120586]","['가족', '침대', '난방', '숙박', '위치']","[-3.4580281404467663, -1.9144999741444244, -1.7288454402930258, -1.564632028657725, -1.5199903713545235]"
제주 일레인 호텔,"['친절', '일레인', '샤워기', '깨끗', '바닥']","[1.0963461040058335, 0.6893964942701652, 0.5447041729379237, 0.501385994921298, 0.43314429416276923]","['가격', '위치', '깔끔', '음식점', '조용']","[-0.5930771703523985, -0.5902836105513304, -0.37226259539228346, -0.25792819368755926, -0.24847061081270377]"
호텔 아르누보 서초,"['친절', '체크아웃', '깨끗', '시설', '가운']","[0.5945510832417811, 0.5280272569916905, 0.48532358926424674, 0.4744824030611271, 0.4240314625060604]","['가능', '위치', '가격', '인테리어', '저렴']","[-0.7245639576024583, -0.6041200832012825, -0.5030099150616645, -0.4420947617866291, -0.4281644259297024]"
중문 리조트,"['취소', '가격', '조용', '공간', '단체']","[1.0089089233357917, 0.49643533388749345, 0.4490664026779219, 0.35169287927277243, 0.34073116287642957]","['중문', '성공', '행동', '부부', '사람']","[-1.006896962419447, -0.8472073022512064, -0.5648048681674704, -0.548294391432429, -0.4160072412622358]"
대전 유성 비앤비,"['편안', '가격', '깔끔', '시설', '사용']","[0.5156889229861343, 0.36912587384796386, 0.23733355528144817, 0.21250073138190256, 0.18736568054406574]","['청소', '냄새', '아침', '침대', '구두']","[-0.26430001772525225, -0.21632646314856926, -0.1976518724577257, -0.15870367227859608, -0.15482233932624692]"
김해 7모텔,"['소독', '저렴', '친절', '활성', '적당']","[0.24274296025680234, 0.19117121612745466, 0.1836423492196452, 0.17226372092566383, 0.16457878370676532]","['조용', '시설', '사업', '번창', '수고']","[-0.5691300039612612, -0.3402697917242741, -0.3158324318999293, -0.28367616294154896, -0.27907957877596146]"
켄싱턴리조트 서귀포,"['시설', '저렴', '노후', '강정', '창문']","[2.3046088752867497, 1.939231150587885, 1.7042332968506544, 1.5032863014661522, 0.8084986758351834]","['제주도', '깨끗', '여행', '객실', '모델링']","[-1.9189945532438224, -1.6758503288653437, -1.5474170610701934, -1.4471632333936428, -1.2610650882929473]"
엘리시안 강촌,"['친절', '아이들', '시설', '금요일', '컨디션']","[0.40205827191602894, 0.3620384237994754, 0.2877213969590726, 0.2647358180128131, 0.24284069673776648]","['위치', '부대시설', '엄마', '20년', '통화']","[-0.3664826170830318, -0.2769565524982022, -0.24089583578631238, -0.20373660777646893, -0.1910686481385046]"
스타즈 호텔 울산,"['깔끔', '야경', '이마트', '내부', '자체']","[1.4462422474220635, 0.7516174955286272, 0.6705257833804128, 0.6506346752562436, 0.6040753812426071]","['조식', '깨끗', '편안', '시설', '가격']","[-1.4670521867629764, -1.2639590558977234, -1.1756482332267624, -1.0798710079877092, -0.9663637490699861]"
어반노드,"['깔끔', '수압', '모델링', '따뜻', '침대']","[1.2533906835113675, 0.5998483459969023, 0.32976774901382844, 0.2699955904303725, 0.24625751402116813]","['오오', '조용', '번화가', '비누', '한편']","[-1.0839389697431936, -0.5426227090336982, -0.26575513436894693, -0.22916013564026713, -0.19690443288530352]"
켄싱턴리조트 지리산남원,"['시설', '조식', '모델링', '수영장', '노후']","[1.3486838185862713, 1.3227252815075092, 0.8174419875797813, 0.7793304967963115, 0.7022478104373512]","['남원', '직원', '친절', '위치', '시내']","[-2.1497796949173837, -1.7422322052242316, -1.2462706485958472, -1.2180518582122608, -0.8936722215711731]"
한화리조트 경주,"['깨끗', '에토', '시설', '신관', '아이들']","[1.7627227794919023, 1.588703859747241, 1.5809554848948568, 1.40195186087941, 1.246214887724153]","['가격', '객실', '부대시설', '극성', '수기']","[-3.3786657137478193, -2.09491805273092, -1.28235504730656, -1.1965473709676409, -1.1965473709676409]"
바비엥 스위트 ii,"['서비스', '시설', '깨끗', '따뜻', '편안']","[0.8877349693636558, 0.7153382896197257, 0.559179359974514, 0.532994244268604, 0.3914123155641846]","['화장실', '딱딱', '주방', '침구', '장점']","[-0.7864557293817911, -0.7844233089162942, -0.49691437873114663, -0.4696701320075729, -0.44970406256173945]"
강남아르누보씨티 호텔,"['청결', '해주', '아침', '서비스', '친절']","[0.5124273914567664, 0.40969254542862527, 0.3366222444234338, 0.2833146639651193, 0.2612524494706193]","['위치', '냄새', '가격', '먼지', '음식']","[-0.9000635740671995, -0.502895609846595, -0.4111306009694062, -0.3790768142486659, -0.3234870062669072]"
헤븐마크in속초,"['엘리베이터', '세탁기', '건조기', '해수욕장', '숙박']","[0.1756068171300949, 0.15399867005852486, 0.1475809736596693, 0.14713702416266108, 0.1458390321888065]","['먼지', '청소', '사진', '신축', '깨끗']","[-0.3535502118308163, -0.2894318959250851, -0.2601004906360164, -0.25165698486239607, -0.24202242570699004]"
어반스테이 속초등대,"['속초', '거리', '깔끔', '따뜻', '가격']","[0.468507804687064, 0.45801278604835416, 0.36416816350805636, 0.34984664568877055, 0.2774234145609992]","['위치', '깨끗', '청결', '숙박', '청소']","[-0.6727949859945361, -0.6314816656762585, -0.436351836791449, -0.42827204496013715, -0.42704721456992]"
어반스테이 속초해변,"['가족', '객실', '여행', '방음', '복도']","[0.267355488273598, 0.20139679351970904, 0.18417721862474395, 0.17306595936375777, 0.15189804229208956]","['깔끔', '속초', '바다', '가능', '가격']","[-0.5132695071233273, -0.36564934116915987, -0.2844200142429593, -0.2035361254276426, -0.14552548046229333]"
월드스카이 레지던스 호텔,"['코로나', '비대', '숙박', '성수기', '깔끔']","[0.31812174864973364, 0.27365685150457664, 0.2671692153822184, 0.24236410094262922, 0.2324201160686397]","['먼지', '가격', '위치', '침대', '깨끗']","[-0.7646055058819948, -0.7566986023871838, -0.6653454518956041, -0.642045783028866, -0.4575379175547334]"
속초 호텔 더 블루테라,"['여행', '깨끗', '가족', '업체', '맛집']","[0.8030203327515976, 0.716339438726881, 0.4592771801331559, 0.4209274446947719, 0.33616972170773146]","['객실', '주차장', '직원', '체크아웃', '가능']","[-0.7639563392672993, -0.4722907085709201, -0.3776388929727246, -0.3544049411234877, -0.3359204917286286]"
켄싱턴호텔 평창,"['깨끗', '시설', '신경', '깔끔', '부페']","[2.8011250114358823, 2.681101923622105, 1.6643294035209162, 1.3623558817065262, 1.2977634397115931]","['가격', '가족', '위치', '힐링', '부대시설']","[-6.071224923892422, -3.8775670466941996, -3.2436730426662295, -1.6609758545448219, -1.5986114241833056]"
켄싱턴리조트 설악비치,"['바다', '거실', '수압', '아이들', '라비']","[2.2732549651476064, 1.4130677584576243, 1.3700691923710557, 1.2927194933682609, 1.1744340291760103]","['전망', '속초', '깔끔', '설악', '여행']","[-3.132949551493846, -2.7289843680376755, -2.145342658457494, -2.0732962490060634, -1.6952391726339724]"
켄싱턴리조트 설악밸리,"['가족', '여행', '편안', '동반', '위생']","[0.9105557874317123, 0.8973742798768158, 0.369603871172158, 0.30116937761494667, 0.22803366230709757]","['조식', '화장실', '객실', '냄새', '시설']","[-0.7797506852566974, -0.6532784236886914, -0.5411148926845434, -0.4087293525231242, -0.38317099892584805]"
켄싱턴리조트 가평,"['패키지', '조용', '청소', '깨끗', '산책']","[1.381783854798143, 1.104985360661931, 1.0822959857274521, 1.0734543291730687, 1.0046767209326983]","['친절', '기내', '정시운', '수영장', '서비스']","[-2.3855758148575577, -2.3509352336443903, -2.3509352336443903, -1.3646274621569414, -1.2805384576616274]"
켄싱턴리조트 충주,"['마법', '운동장', '기대', '아이들', '학교']","[0.9013684776693038, 0.88269468015697, 0.79689397064195, 0.7967033379113759, 0.7638231009365668]","['바탕', '온천', '탄산', '여행', '아침']","[-2.8420030291900904, -1.6222237514226479, -0.9989616435699051, -0.9572522107751638, -0.8851062024122988]"
켄싱턴리조트 제주한림,"['친절', '조식', '직원', '냄새', '무료']","[1.1914485915579753, 1.0378580401184416, 1.000480273641428, 0.8671717974758827, 0.4534032876666382]","['한림', '객실', '조용', '공사', '가격']","[-2.1741658702760245, -0.6327594820504822, -0.5764329084993054, -0.566252253101997, -0.5660355363477717]"
켄싱턴리조트 제주중문,"['여행', '가족', '깔끔', '직원', '중문']","[0.5230284687000688, 0.3845057353117491, 0.3420284499229976, 0.3386981792870055, 0.2944527384682504]","['바다', '냄새', '연락', '응대', '소독약']","[-0.35460416797950983, -0.24961040220635333, -0.22330150668645576, -0.22230586773047217, -0.21056327382203466]"
소노벨 경주,"['노벨', '여행', '대명', '저렴', '코로나']","[1.481016864087745, 0.8557972282159242, 0.689018328424331, 0.6872225578750162, 0.6450048625464173]","['전망', '매우', '요금', '추가', '지하']","[-1.81415996755352, -1.3324088014050375, -0.9825743297281223, -0.7140738651580069, -0.6533367675373398]"
용평 리조트 평창,"['가족', '온도', '깔끔', '비수', '기분']","[0.508412381126708, 0.3646969087688958, 0.35580021486348024, 0.2918095230512102, 0.2808718435100046]","['시설', '시원', '객실', '쾌적', '침구']","[-0.3271500882768346, -0.31275877456482426, -0.29064574730121034, -0.2761640257122489, -0.2582901149930114]"
켄싱턴리조트 지리산하동,"['쌍계사', '여행', '조식', '청결', '오픈']","[1.5335371881664004, 1.1032178394095744, 0.9231464165268387, 0.8638811859173853, 0.8380769036972295]","['가격', '위치', '직원', '아침', '부모']","[-1.95292340451453, -1.4563089585399402, -1.3370521823095465, -1.3321235797953364, -1.0381977718992972]"
호텔 스카이파크 명동 1호점,"['시설', '위치', '애용', '건조', '배달']","[0.8730683377313961, 0.7556745875721751, 0.5370164340830512, 0.46359968400089135, 0.4634070446516183]","['조식', '창문', '제공', '친절', '깨끗']","[-1.7013994839943278, -0.9126284267907094, -0.6804130268803796, -0.6239835431127437, -0.6152849974403781]"
호텔 상상,"['주차장', '깨끗', '평일', '상상', '정말']","[0.3535943275623509, 0.30544926289981317, 0.21987090740643805, 0.21285237446925168, 0.19595281897771866]","['소리', '바닥', '욕조', '따뜻', '가족']","[-0.40232291010780824, -0.3916139624508436, -0.3576185760455634, -0.27873534597334026, -0.2204294485589329]"
썬 앤 문 리조트,"['시설', '사진', '친절', '제주도', '제공']","[0.6185417366693431, 0.388444471865612, 0.3150956327164987, 0.2571135469029813, 0.19453686502396553]","['위치', '사계', '조식', '해변', '산방산']","[-0.7961020690218791, -0.6357348833063791, -0.5038062449112014, -0.4724258427820213, -0.3868722338313473]"
더 그랜드 섬오름,"['직원', '친절', '깔끔', '사진', '해변']","[1.5330344379269396, 1.5091057305862883, 1.1559657846359122, 0.7803609585408853, 0.5842244703283689]","['위치', '수영장', '사우나', '가격', '오름']","[-2.6097358739866587, -1.880828019337876, -1.7485869403723113, -1.626785256332883, -1.577512524245003]"
호텔 스카이파크 제주 1호점,"['하루', '조용', '가족', '장점', '비행기']","[0.3600198347624706, 0.3547911840345344, 0.3512265735125054, 0.25895054149382984, 0.24307506130355835]","['한라산', '조식', '시내', '위치', '침대']","[-0.8762340227248918, -0.5897597386869674, -0.50436308461371, -0.4860167762609861, -0.3932474323908303]"
쏘타컬렉션 더 여수,"['건물', '오피스텔', '당연', '여수', '거리']","[0.36009556099252005, 0.33846746249064863, 0.22914895563404206, 0.2290946908126026, 0.20742969450269713]","['깨끗', '주차', '깔끔', '편의점', '여행']","[-0.6081488449643493, -0.3871913458103111, -0.34185530263729647, -0.24884015740096035, -0.23201069366482638]"
호텔스카이파크 킹스타운 동대문,"['엘리베이터', '깔끔', '편의점', '입구', '적극']","[0.5676494941003702, 0.35100558873106363, 0.34928623835770917, 0.34071119542357514, 0.3212680449787548]","['조식', '위치', '친절', '주차', '출입구']","[-0.9756742364518474, -0.8148288236316916, -0.708780788809529, -0.5226218908674256, -0.45144673808930524]"
호텔 스카이파크 대전 1호점,"['깔끔', '웨딩', '깨끗', '제일', '와인']","[0.4528191629469002, 0.3456894260393212, 0.3413877454312212, 0.2921786870980593, 0.2552695379730673]","['조식', '위치', '아침', '서비스', '객실']","[-1.3686070229817946, -0.7634342069823615, -0.7602273445862784, -0.6357516389761515, -0.5701408828075082]"
나비 호스텔 홍대,"['깨끗', '호스텔', '조식', '최근', '데스크']","[0.5290038394693618, 0.4527909612837147, 0.1987110217498559, 0.18859354960333852, 0.18859354960333852]","['소리', '베개', '창문', '수건', '제공']","[-0.18876321108890493, -0.15093540753241358, -0.1396671479040656, -0.12615634437868053, -0.12606395341871685]"
엘시티 레지던스 와이컬렉션,"['장인', '장모', '소원', '내용', '버틀러']","[0.16335688174505833, 0.16335688174505833, 0.16244972911812627, 0.15956465586918633, 0.13022895936258214]","['머리카락', '위치', '서비스', '추가', '시설']","[-0.2179483211855234, -0.21548447307271115, -0.20897784745983317, -0.20276492133609306, -0.1939886015690913]"
라까사 호텔 서울,"['인테리어', '깔끔', '제일', '가로수길', '오디오']","[0.7931570787190335, 0.47268527811089406, 0.29902107810519885, 0.285594104189972, 0.2804088076891463]","['직원', '드라이', '화장실', '소리', '관리']","[-0.6456535381264961, -0.5036617322823569, -0.4908285867925856, -0.38035209423897853, -0.3433672374594578]"
한화리조트 해운대,"['친절', '직원', '시설', '저렴', '객실']","[1.174558509565641, 1.0359399526813078, 0.8813311453025531, 0.5455149971194633, 0.5233958128390183]","['여행', '편안', '위치', '건물', '침구']","[-0.9630334409731208, -0.8331355106937952, -0.7087750804143469, -0.6296000273851914, -0.5065304259671122]"
베스트루이스해밀턴호텔 오션테라스,"['객실', '수영장', '친절', '오픈', '깔끔']","[0.2376861957940201, 0.21104094552212518, 0.20535758572504823, 0.1804433645869726, 0.17494346450700354]","['사람', '파티', '추첨', '금액', '주차']","[-0.38657906153802746, -0.3244381248913875, -0.20274555987661144, -0.1709377763286848, -0.16406266512760193]"
고성 오아시스호텔,"['조식', '여행', '객실', '취사도구', '온도']","[0.20512269361094967, 0.1848915413549789, 0.16636489992042086, 0.1648247236060791, 0.1558047249179798]","['청결', '이동', '조리', '무난', '빈약']","[-0.4517780291733625, -0.21681466448575762, -0.21642907018863838, -0.20901756118244175, -0.20901756118244175]"
강릉 라피네 호텔,"['숙박업소', '시스템', '상급', '머리카락', '개인']","[0.11971509200129019, 0.10307520149488322, 0.09854389818327867, 0.08571378634156196, 0.08241183993076379]","['깔끔', '사진', '깨끗', '직원', '편안']","[-0.18602519126770012, -0.14704331349499683, -0.1413532223887788, -0.13282787328010906, -0.12640826499070312]"
남포 스테이웰 호텔,"['주차', '기대', '차량', '대중교통', '요금']","[0.8738929061161459, 0.35599573009851276, 0.30654341572855826, 0.24241785220226422, 0.22079300181837308]","['직원', '친절', '가격', '소음', '먼지']","[-0.31439102083943704, -0.29799773880361785, -0.2227415010335815, -0.21968695860206874, -0.1963301451078388]"
춘천아이관광호텔,"['방명록', '커비', '소음', '객실', '완벽']","[0.2693431471440347, 0.17713804240901923, 0.1662155175233113, 0.1637744683544715, 0.15800785139681456]","['친절', '가격', '청결', '주차', '춘천']","[-0.6325712398974006, -0.4037420257385438, -0.3164941738262228, -0.24860821301127428, -0.22971933134202688]"
씨사이드관광호텔,"['위생', '상태도', '조식', '머리카락', '바다']","[0.23842457571064413, 0.23541512041553367, 0.14513072383505238, 0.14513072383505238, 0.13222883220194584]","['친절', '소리', '사람', '거리', '덕분']","[-0.21103281807910898, -0.19794147966132938, -0.15305158183681414, -0.1506448674572663, -0.1506448674572663]"
어반스테이 여수웅천,"['식기', '에어컨', '조용', '냄새', '만점']","[0.22126969439466915, 0.20274524476530636, 0.19845508644717183, 0.19147145391341075, 0.18600102738077703]","['여수', '가족', '침대', '이불', '여행']","[-0.46811971680160064, -0.2742278580300223, -0.2682876319868948, -0.2386535048944823, -0.2283629922807283]"
포포인츠 바이 쉐라톤 조선 서울역,"['편안', '서비스', '친절', '뚝배기', '무난']","[3.5091887457950373, 2.5395634130971443, 2.35754320548553, 2.2674392851812226, 2.209544768683145]","['위치', '숙박', '깔끔', '시설', '이동']","[-6.967576753058591, -2.9192988803867443, -2.3885246079076903, -2.2431113624635737, -2.0026454376361302]"
거제 솔스파펜션,"['아늑', '해결', '기회', '전기', '감탄']","[0.21128958864375638, 0.1755014585390069, 0.1755014585390069, 0.17474696260148675, 0.17414621474397093]","['전망', '아기', '고민', '기분', '벌레']","[-0.2612692567033669, -0.2048606384159457, -0.18101207352425808, -0.17677130684149517, -0.17078352425842883]"
SR 호텔  사당,"['사당', '시설', '친절', '소리', '깔끔']","[1.9431050010331106, 1.5610415766152363, 1.3464273619508884, 0.9064738343729948, 0.8659759508443294]","['위치', '객실', '편안', '지하', '기분']","[-2.5695255799072383, -2.076211145821213, -1.3559724006988876, -1.0785639517304593, -1.0730110792837582]"
씨엘오션호텔,"['오픈', '업그레이드', '신축', '따뜻', '번창']","[0.4030589025122086, 0.3652938314450481, 0.3190614582397642, 0.24864026790670582, 0.24551335022810702]","['조식', '컨디션', '위치', '가격', '저렴']","[-0.9380538736396824, -0.3630022009790396, -0.3273503081337436, -0.27752579441097475, -0.2652044196093957]"
방어진 그랜드젬 호텔,"['모델링', '토스트', '프론트', '포장', '크기']","[0.19395382217900872, 0.1435719634648156, 0.13755375525865818, 0.09015518922262827, 0.08909406152697076]","['주차', '편안', '따뜻', '시설', '깨끗']","[-0.3497895009628306, -0.30651563428452266, -0.27613665975013035, -0.21572896799570454, -0.15730554979457148]"
시타딘커넥트호텔 하리 부산,"['신축', '주차', '오후', '소음', '깨끗']","[0.55756034428073, 0.29816215144450253, 0.270748132643329, 0.18958092994405987, 0.18264059777176983]","['추가', '덕분', '뷰로', '추억', '상세']","[-0.4199588928497356, -0.3164299113988068, -0.3137598162696526, -0.28894897931076874, -0.27386162374020634]"
청초호베스트호텔,"['친절', '건물', '테이블', '전반', '프론트']","[0.3781903309388929, 0.275248706395706, 0.1998606183765153, 0.17768326890650785, 0.17655577646464976]","['시설', '욕실', '청소', '욕조', '죄송']","[-0.36234942660015396, -0.31346439026517764, -0.30626640160634044, -0.30140670671652275, -0.28028753355942143]"
부산시티호텔,"['오픈', '조명', '특가', '신규', '쿠폰']","[0.38746120849686133, 0.29203411376197735, 0.24770136692922484, 0.22939528175162235, 0.2170499331770318]","['조식', '위치', '직원', '청결', '친절']","[-0.59188993803544, -0.40650398982776903, -0.3959562711432114, -0.3279675262404041, -0.3090765388675634]"
제주썬 호텔,"['처음', '가격', '타오', '체크아웃', '수압']","[0.3463011353745583, 0.3060626873156584, 0.25850548644683147, 0.25052784457607924, 0.2380469883729636]","['위치', '공항', '서비스', '아기', '지하']","[-0.4664015220567672, -0.34688260989062103, -0.2963190221785008, -0.2771773649325719, -0.27434963738641766]"
라마다프라자 자은도,"['깨끗', '친절', '조용', '정비', '한적']","[0.19799601116315457, 0.13484554049197595, 0.11481238251156256, 0.10059707322363735, 0.10020245999704455]","['조식', '평일', '운영', '수준', '시설']","[-0.24911816083138763, -0.19558976703519945, -0.15767884076362973, -0.15678194070549192, -0.14250715051709162]"
더 위크앤 리조트,"['여행', '카페', '강아지', '식당', '가능']","[0.37097974597290345, 0.3568142736528538, 0.3466038589767835, 0.34355293593420166, 0.34208974656950886]","['조식', '깔끔', '객실', '화장실', '편안']","[-0.9779811387270483, -0.7316700122051473, -0.7293417478163811, -0.41801854084245293, -0.4058766203327819]"
어반스테이 인천 송도,"['위치', '인천', '가능', '침대', '이용하']","[0.3773008463340731, 0.3252187852546605, 0.3109611590826424, 0.2844466576538182, 0.2709280482879919]","['객실', '수고', '시설', '소리', '교통']","[-0.3918216418395119, -0.30412276935653326, -0.2824942119726752, -0.2822389592724749, -0.2784715312704845]"
마우나 오션 리조트,"['예상외', '따뜻', '직원', '조용', '가격']","[3.9241004264747303, 1.14698200980076, 0.9564273616210907, 0.8998938657992387, 0.7457706734143558]","['오션', '여행', '가족', '객실', '조식']","[-1.9874771667927211, -0.961483888852637, -0.94489225268385, -0.7375086116313316, -0.7144332048915368]"
한림 리조트,"['제주도', '여행', '가족', '화장실', '로비']","[0.6525553501491901, 0.49487692284668294, 0.34757024592071206, 0.3050109155644415, 0.2911187944145383]","['친절', '깨끗', '직원', '시설', '위치']","[-0.6271884093067451, -0.5088955234458948, -0.41521959488317295, -0.3843266751564842, -0.38097675123405744]"
