LDGS_NM,AFRM_KWRD_CN,AFRM_WGHTVAL_SCORE,NEGA_KWRD_CN,NEGA_WGHTVAL_SCORE
호텔 크레센도 서울,"['친절', '가운', '하루', '청결', '샤워']","[1.4892483712877873, 1.4416020704923485, 1.0759605102852068, 0.8746879388914788, 0.833200166103556]","['모텔', '사진', '에어컨', '기본', '보통']","[-1.1560941023373181, -1.0054024045944299, -0.8936652009871668, -0.8738999499105871, -0.7880243098458337]"
에이든 청담호텔,"['친절', '가격', '위치', '시설', '방문']","[1.3762419490205573, 1.2543574059254718, 1.0353553000336568, 0.9626062459553427, 0.9537400361203496]","['소음', '처음', '보통', '담배', '참고']","[-1.084792331890637, -0.8065020508804752, -0.7868571201935781, -0.7716221718764082, -0.7527785178130709]"
호텔 인 나인,"['친절', '컨디션', '우수', '의사', '시티']","[1.3186848793795125, 1.239998483910163, 1.0717502940715018, 1.027452106720561, 1.0088114290625743]","['나인', '단점', '오픈', '냄새', '성급']","[-2.473648596309867, -2.3292380356616254, -1.761362021831379, -1.7103022569616162, -1.588505294687593]"
신라스테이 삼성,"['친절', '침구', '시티', '코엑스', '시설']","[2.522940684657097, 1.5057792338980922, 1.419100733472126, 1.3444911304603222, 1.2769681842706315]","['샤워', '머리카락', '기대', '전화', '요청']","[-1.5695889425344478, -1.333044864722554, -1.2445468364906982, -1.22542729079971, -1.1405539469728305]"
파로스 관광호텔,"['친절', '감사', '잠실', '하루', '우수']","[2.3443365807210563, 1.1494105864267958, 1.0319049318986593, 0.8577027421438245, 0.853277487918023]","['이불', '전화', '프론트', '불친절', '나머지']","[-1.7321569551369183, -1.502801198983417, -1.3963721767051227, -1.2782492752036025, -1.2453174799330617]"
부산 호텔 마레,"['친절', '위치', '시설', '해수욕장', '광안리']","[0.6163456883759689, 0.313055232699746, 0.2757682094934651, 0.26301719869358553, 0.24316044188660668]","['냄새', '모텔', '결제', '창문', '번화가']","[-0.5163796409307919, -0.3880922324580237, -0.3738559803984451, -0.36206600227191943, -0.3340212688657042]"
부산 문현동 정성호텔,"['친절', '방문', '정성', '인테리어', '객실']","[0.17957277835007984, 0.16389395870545018, 0.13328510967820603, 0.1170854670911868, 0.11024207151867133]","['수리', '욕조', '샤워', '향기', '모기']","[-0.7375172060201741, -0.5694580820334778, -0.35697504111465767, -0.35697504111465767, -0.34709291275331094]"
호텔 위드스테이 제주,"['제주', '공항', '침대', '시내', '시설']","[1.1728170213599483, 0.7790739748663501, 0.6782397755899799, 0.6548013316267113, 0.6199650674595355]","['객실', '느낌', '변기', '불친절', '서비스']","[-1.1672922091353124, -1.0428131778719054, -0.9950214018234688, -0.769316838490746, -0.708439946151059]"
해운대 센텀 호텔,"['친절', '방문', '백화점', '우수', '침구']","[2.3926352277935083, 1.2123470188422762, 1.127855062517292, 1.0660814388026632, 1.063304418515211]","['냄새', '보통', '시트', '카펫', '창문']","[-1.6490056850869916, -1.5890133322967428, -1.4359804386138486, -1.1919449442830925, -1.0499817565300433]"
부산 기장 베스트루이스 해밀턴 호텔,"['친절', '방문', '직원', '처음', '대실']","[0.5531810009417336, 0.4702657420576879, 0.2799822790154666, 0.2710984692831608, 0.24563715282304685]","['카펫', '가격', '모텔', '화장대', '바닥']","[-0.8964190520463939, -0.7204764156614563, -0.649785816855968, -0.5909742940245433, -0.5539622721491962]"
타워힐 호텔,"['친절', '청결', '우수', '직원', '거리']","[2.156733442354554, 0.9705231041123897, 0.8855125527761113, 0.8623559954778204, 0.7323551514489591]","['수준', '냄새', '담배', '모텔', '난방']","[-1.2540246619263127, -1.2368452624736919, -1.1363352050017654, -1.100479303474218, -0.8957257337027272]"
호텔 포레 프리미어 남포,"['친절', '남포동', '여행', '방문', '접근성']","[2.1527991041159362, 1.5589134540963339, 1.4508633454148214, 1.1856165338819493, 1.0217195435676798]","['불친절', '위생', '먼지', '소리', '소음']","[-1.7784241847734605, -1.7128354655086573, -1.6211263129641564, -1.5610967025176468, -1.2851603021955076]"
호텔 아벤트리 부산,"['친절', '깡통', '완벽', '우수', '강추']","[1.069987865094321, 0.7504779474697386, 0.5977347467901154, 0.5928667355127666, 0.5837114869888402]","['먼지', '냄새', '소음', '욕실', '시내']","[-1.495544240274663, -1.1822510537685376, -1.1021844498468323, -1.0698507756543816, -1.0261312648115803]"
코모도호텔 부산,"['인테리어', '주차장', '감사', '친절', '내부']","[1.1609543439272165, 0.9500139571708677, 0.898653314995963, 0.8983342483957563, 0.8449573240407859]","['냄새', '침대', '방음', '먼지', '화장실']","[-1.9249056916287917, -1.6695585979142742, -1.3953763222603812, -1.290561964784532, -1.1163337027483795]"
베스트 루이스 해밀턴 해운대,"['친절', '방문', '여행', '감사', '직원']","[1.6546680976031, 1.382830349527282, 1.0860176133278159, 1.0267699273376643, 1.00043074355202]","['냄새', '난방', '바닥', '모텔', '차비']","[-1.573928323635946, -1.1986917717265293, -1.1083416634081824, -0.9754348234176059, -0.928614376342678]"
부산 라메르 호텔,"['무료', '친절', '해수', '친구', '해수탕']","[1.0220590538725298, 0.6635496995054982, 0.6526256019482919, 0.5468742202160938, 0.5236004452975396]","['처음', '난방', '보통', '양호', '비즈니스']","[-0.8010805306118737, -0.7946892544053227, -0.7485409694066645, -0.6726466932301971, -0.6191243468346724]"
호텔포레 더 스파,"['친절', '욕조', '히노', '친구', '방문']","[1.6893885698465305, 0.8666316416761195, 0.7798768499621874, 0.7341473668081223, 0.709155555611416]","['모텔', '에어컨', '사용', '후기', '보통']","[-1.8253130007029825, -1.454864433439488, -1.4200308357453728, -1.1322004020234264, -1.0793904733218416]"
아스티호텔 부산역,"['친절', '부산역', '컨디션', '출장', '여행']","[0.8978746391299401, 0.5384117033478059, 0.4932683278444807, 0.49098523945434064, 0.48083653117042335]","['소리', '에어컨', '안내', '가격', '하루']","[-1.1065433453680782, -1.0060789470251035, -0.8883800803202898, -0.7848204228782585, -0.7549622833378073]"
부산 서면 퀸스호텔,"['친절', '사장', '우수', '출장', '침대']","[1.0934949942379317, 1.0541583935406997, 1.0204579220827334, 0.653022002389892, 0.6337508157193701]","['보통', '양호', '모텔', '에어컨', '수고']","[-1.879679813531482, -1.854940868094089, -1.171117846449265, -0.8946239322342985, -0.8453948482736812]"
부산 서면 하운드 1번가점,"['친절', '사장', '방문', '서면', '시설']","[0.571092952305478, 0.5127044906646889, 0.36875163390885496, 0.29563713182578094, 0.2905538949981269]","['난방', '사용', '감기', '카운터', '바닥']","[-1.0273035449545018, -0.8267240445605651, -0.8104870243792881, -0.685803607914736, -0.6328133208774425]"
베스트웨스턴 플러스 부산 송도,"['친절', '오션', '바다', '시설', '방문']","[2.348383003850049, 1.4678360137536195, 1.4641594921922103, 1.3477731510428947, 1.1832626091469807]","['먼지', '주차장', '프론트', '바닥', '카드']","[-1.7110562295529752, -1.5779192417224754, -1.330892834171975, -1.2648840151083462, -1.1449546790330185]"
엘리시아,"['오션', '위치', '바다', '해운대', '친절']","[1.210021217201934, 1.147091181604505, 0.9949347571174993, 0.8888226728731088, 0.8530964197494983]","['모텔', '사진', '주차장', '청소', '양호']","[-1.6182950477066007, -1.5760102437785732, -1.1257428909485399, -1.0309208908111416, -1.0200170579234564]"
남포 오션투헤븐 호텔 스파,"['친절', '여행', '사장', '직원', '위치']","[0.6374065208310606, 0.3112252745221172, 0.2951068174880667, 0.2849806775244574, 0.2743403751964205]","['위험', '비린내', '인테리어', '대중탕', '일방']","[-0.45618511194820993, -0.4472119131841772, -0.4458345914110582, -0.42679494172329546, -0.42679494172329546]"
커넥트 부산 호텔,"['신축', '바다', '친절', '접근성', '여행']","[0.5137635201906896, 0.504364419091667, 0.4791019027901831, 0.4724976518506155, 0.4658789498245544]","['보통', '직원', '청소', '먼지', '주차']","[-0.9560570667226989, -0.7003490859031944, -0.6775190695099997, -0.6392448239753465, -0.5810357638965453]"
해운대 영무파라드호텔,"['해운대', '친절', '방문', '루프', '친구']","[1.44704783809051, 1.3812042413583103, 1.1394620365737482, 0.8913525716638822, 0.8518653361819858]","['머리카락', '직원', '주차장', '청소', '냄새']","[-1.9109971788649485, -1.4887901950235023, -1.3541346655950202, -1.348341951354659, -1.2657101428340203]"
해비치 호텔 & 리조트,"['수영장', '여행', '친절', '조식', '제주']","[1.5378455500324637, 1.25183673102147, 1.13026700924381, 1.04511593946871, 0.9720894888981484]","['가격', '후기', '확인', '양호', '금액']","[-1.7841557180928185, -1.4463443198354509, -1.080743382160801, -0.9863818997357344, -0.8193550340846313]"
에이본 호텔 군산,"['군산', '위치', '친절', '방문', '조식']","[1.5545871160981137, 1.5375049792751716, 1.4672625763310565, 1.24983173719098, 1.1587065587865102]","['모텔', '조명', '불친절', '보통', '냄새']","[-2.0238477875520915, -1.3830019963376623, -1.2432733079131204, -1.2007445243258528, -1.1266578772088198]"
베니키아 중문 호텔,"['친절', '여행', '청결', '가격', '시설']","[1.706018665652049, 1.579919705171604, 0.9314313514752596, 0.8613879355344832, 0.8505541476218036]","['냄새', '보통', '모텔', '하루', '후기']","[-2.339709919531593, -1.211947036289724, -1.2046936049896322, -1.1709880140581337, -1.1540798917855062]"
제주 골드원 호텔 스위트,"['친절', '수영장', '시설', '여행', '가족']","[1.427032567257312, 1.0622788410390995, 0.9569912034645511, 0.8911609190843003, 0.7960608264823718]","['냄새', '처음', '휴식', '컨셉', '성급']","[-1.1440319737405071, -0.8996437310883719, -0.8055350775010125, -0.7980799398693463, -0.7549601649103556]"
호텔 토스카나,"['토스카나', '시설', '친절', '제주', '수영']","[1.1560309717282415, 1.0858486361210848, 1.0257564278780404, 0.9809316183482752, 0.8883410697827071]","['공사장', '가격', '층간', '연박', '베드']","[-1.1794164526786763, -1.032190813361099, -1.0079548736526251, -0.9443836983967426, -0.8772180299679221]"
웨스틴 조선 호텔 부산,"['완벽', '맛집', '친절', '최적', '청결']","[1.7203492148680983, 1.5674336740988692, 1.4066863040449962, 1.3751748207010919, 1.3474723355372586]","['전망', '파크', '예약', '객실', '인터']","[-3.2037623797984445, -2.7355438000829326, -2.4113663084397357, -2.151636226271601, -2.1057343969069318]"
베스트 루이스 해밀턴 호텔 서부산점,"['방문', '화장실', '후기', '푹신', '휴식']","[0.49927285019122836, 0.3671353120632032, 0.3529698476634, 0.34679550748097815, 0.3415328122629723]","['청소', '교통편', '사전', '소음', '외곽']","[-0.9617375342756254, -0.6101167936988895, -0.5855349339467772, -0.5311488178938043, -0.5290540694591426]"
신라스테이 서부산,"['청결', '조식', '직원', '지역', '기대']","[0.8570321511566333, 0.7350314908449339, 0.5656967994414831, 0.5170189673665595, 0.5132179496909512]","['방음', '보통', '예약', '난방', '아쉬움']","[-1.2353565361504177, -0.986684074876486, -0.7746441683767514, -0.7550425009329854, -0.7351084462535198]"
속초 호텔아마란스,"['속초', '친절', '방문', '청결', '주차장']","[1.5118569492855225, 1.2937031389482603, 1.1190013143287256, 0.9242124823907522, 0.7812733834366088]","['양호', '분위기', '감사', '부모', '느낌']","[-2.164466651886636, -1.1596873369627516, -1.0144268462276647, -1.0067475146801248, -0.8400590211390199]"
속초 컨피네스 비치 호텔,"['속초', '바다', '방문', '친절', '주차장']","[1.7915354102897967, 1.1706834987626307, 1.1384539464192034, 1.1204654915441858, 0.935035585151104]","['먼지', '상태', '원룸', '위생', '머리카락']","[-1.5332228752803712, -1.0269725437604726, -0.8926503645866404, -0.867759684999579, -0.8610002961550187]"
하운드 호텔 프리미어 남포,"['시설', '친절', '시장', '남포동', '방문']","[1.0058877611127395, 0.9935407189410881, 0.968812904659743, 0.8982472607439669, 0.89029242501973]","['보통', '모텔', '워치', '자갈치역', '부부']","[-1.2949411696823692, -0.8400076380744442, -0.7347641025969048, -0.6310590068769963, -0.6113438152734495]"
파인리즈 리조트,"['가족', '감사', '스톤', '방문', '휴식']","[0.9058929846813032, 0.43568848636501956, 0.39005643963309083, 0.3399658589455372, 0.3231373432804931]","['가격', '여행', '뭔가', '환경', '기회']","[-1.1514592251825677, -1.0609855427228199, -0.949343121149778, -0.9442418200504331, -0.6247938179696683]"
구미 봉곡동 hotel 컨티뉴,"['친절', '시설', '사장', '주차', '컨디션']","[0.49007329002482325, 0.39505773952681456, 0.3547472162131612, 0.33561418295958484, 0.24995703860133708]","['신경', '머리카락', '리뷰', '불친절', '상태']","[-0.8811267199281817, -0.7932148630330194, -0.7862551185432394, -0.7823318594427968, -0.7712169468823595]"
머큐어 앰배서더 서울 홍대,"['친절', '홍대', '방문', '직원', '컨디션']","[1.4168808608609373, 1.1351582482251474, 0.6924194302295078, 0.689693968752213, 0.6441850550262406]","['양호', '공사', '소리', '차비', '성수기']","[-1.3438371130212667, -1.0517798048056455, -0.9432728662704406, -0.9171156574389596, -0.8877540694679412]"
시흥 정왕동 호텔 세븐스텝,"['시설', '친절', '컨디션', '직원', '청결']","[0.5858614555771459, 0.48032378191409664, 0.4345955349637048, 0.4045058068271312, 0.3978957284062629]","['객실', '곰팽이', '첫날밤', '머리카락', '변기']","[-0.7362790707756838, -0.5999770715207291, -0.5999770715207291, -0.5460911335344262, -0.5365440087621586]"
인천 부평 호텔 세븐스텝,"['시설', '방문', '티비', '사장', '부평']","[0.569407158855582, 0.44856581230808756, 0.4365467938665773, 0.41446926317746796, 0.3747137362899538]","['감사', '소리', '직원', '청결', '선택']","[-0.8570127304675709, -0.6922672485411172, -0.6061348506073776, -0.5917145168242031, -0.5761497711184342]"
해운대 에이치 스테이 호텔,"['친절', '해운대', '직원', '컨디션', '지하']","[0.707712402865126, 0.5712287631628068, 0.36046642196112383, 0.3275622631782446, 0.32571467678542765]","['상태', '먼지', '부족', '수건', '청소']","[-1.0109087787893718, -0.8767477029501364, -0.5532753283656088, -0.5026753347407287, -0.5014751527021472]"
창원 명서동 호텔 스카이,"['친절', '창원', '주차', '방음', '출장']","[0.9539298241711768, 0.5539431091070166, 0.37119769548939596, 0.34969446164030704, 0.31224256444008736]","['화장실', '특실', '주변', '침대', '주말']","[-0.8086799721326183, -0.7815088306282579, -0.7777804305363821, -0.7077440434388379, -0.6924550371268895]"
센트럴파크 호텔 부산,"['친절', '남포동', '방문', '시설', '전망']","[1.285137782115692, 1.183737968237306, 0.8476059571119293, 0.8404678269407541, 0.6639994096179008]","['방음', '모텔', '소리', '에어컨', '전화']","[-1.5236450203783878, -1.3768824978892211, -1.2962892336904124, -1.2317446705360355, -1.2098302078322507]"
평택 브라운도트 평택역점,"['친절', '시설', '청결', '업그레이드', '티비']","[0.7407663066925922, 0.28963111730020596, 0.27730115229207886, 0.2637404050591411, 0.24639843494047806]","['창문', '냄새', '때문', '공기', '청정기']","[-1.1306337356518703, -0.9841677896439064, -0.6607438511779844, -0.6457812102757753, -0.6457812102757753]"
티트리호텔,"['친절', '사당', '영화', '티비', '주변']","[0.6114718922530191, 0.5527641099512292, 0.39088557117016914, 0.32590908780319444, 0.2989273961159778]","['신경', '인테리어', '오래', '가격', '내심']","[-0.8958084255211411, -0.8123170431103437, -0.7163307789788396, -0.6307831461505514, -0.6303228507774896]"
부산 범천동 하운드 서면 범천,"['서면', '친절', '위치', '청결', '감사']","[1.3865611824492632, 1.3466205521165462, 0.9658119200505758, 0.9540242361958079, 0.7209043881385864]","['머리카락', '보통', '청소', '모텔', '양호']","[-1.3643308882707066, -1.3274576013882247, -1.1787094370257871, -1.1366493687551908, -1.0404205304490788]"
헨나호텔 서울명동,"['친절', '가격', '로봇', '방문', '우수']","[0.6578582626067038, 0.6233929683971743, 0.5388915648493053, 0.5235256473313292, 0.5018008505698106]","['청소', '무인', '사용', '냄새', '정리']","[-1.0315729688193886, -0.8290702858518183, -0.7396920535924545, -0.7283835176268673, -0.7195196796534107]"
호텔 앨리스 앤 트렁크,"['친절', '제주', '주차', '시설', '마트']","[1.4333875147597985, 1.089428298414094, 1.0506090417868539, 1.0044877379922985, 0.9866311199250171]","['보통', '모텔', '청소', '냄새', '공항']","[-1.1544080401517793, -1.130718119119077, -0.9872522631346917, -0.9454416455904611, -0.8064693211556996]"
코델리아s 호텔 앤 리조트,"['친절', '주차', '주차장', '편의점', '가족']","[1.5127247290838954, 1.1549276677595426, 0.9597779671851179, 0.9117677976206681, 0.7852117805867653]","['관리', '보통', '청소', '벌레', '모텔']","[-1.5348304225092937, -1.1878516211272492, -1.1058050207558958, -1.059739713610565, -0.8610221242188948]"
힐튼 가든인 서울 강남,"['컨디션', '수영장', '침대', '조식', '서비스']","[0.5698167326976882, 0.5329533349791304, 0.5285915368151, 0.5026546449516033, 0.46022584553048296]","['이유', '욕조', '최신', '장점', '전화']","[-0.7971741796110967, -0.731869584863455, -0.7212302340855392, -0.671336455286359, -0.636298878162386]"
종로 pop2,"['침대', '넷플릭스', '무인', '시설', '친절']","[0.5279197996812974, 0.43714713910303027, 0.41316001601589514, 0.39083344811987, 0.37488937580618115]","['인텔', '사진', '상태', '침구류', '수건']","[-0.886356145048573, -0.8518137030823063, -0.8376393983962358, -0.8109785353982486, -0.7923265946598724]"
호텔 엘르 제주,"['친절', '청결', '제주', '시내', '주변']","[1.180424377495796, 1.056777340797578, 0.8924076494025606, 0.6600173858660447, 0.5793579859379155]","['모텔', '시설', '일반', '양호', '주차']","[-0.9119296502223647, -0.8894777713485658, -0.8637043935351056, -0.6779924686048079, -0.6727508674405741]"
부산 사상 소르젠떼 비지니스 호텔,"['조식', '친절', '사상', '직원', '청결']","[0.866221398411292, 0.6379263030995893, 0.576760336201461, 0.555604532114492, 0.41857586099805927]","['외관', '비즈니스', '평가', '느낌', '보통']","[-0.9437063514063622, -0.9279371734479558, -0.8370903465314918, -0.8174553100939336, -0.8105052569312257]"
고흥 썬밸리 리조트,"['주변', '가족', '시설', '신축', '방문']","[0.5010101219179315, 0.4705082405282358, 0.4082502794926746, 0.3557015325949775, 0.2932558660491562]","['먼지', '청소', '바닥', '상태', '청결']","[-0.6799606289227067, -0.6791515897315048, -0.6491423124525166, -0.5980566553756762, -0.5594433636576125]"
완주 보헤미안 드라이브인 무인호텔,"['시설', '청결', '스타일러', '친절', '숙박']","[0.6322086828478791, 0.5334489371277096, 0.5296109851879528, 0.4806853857414962, 0.3133338688687501]","['예용', '전화', '방문', '오픈', '한옥마을']","[-0.7774143139196945, -0.5548099794455088, -0.4958763851756939, -0.44983903272022446, -0.44429762330545]"
부산 서면 넘버25 서면역점,"['시설', '넷플릭스', '티비', '서면', '우수']","[1.3310319827645063, 1.0193112337017445, 0.99737676143599, 0.9243517860524904, 0.8751288487763682]","['보통', '양호', '전화', '이불', '모텔']","[-2.1016634427828573, -1.7192000281540887, -1.256449785578214, -1.0328515908833753, -0.8862573544128753]"
라비드아틀란 호텔 해운대,"['친절', '해운대', '시설', '시장', '바다']","[0.7244708900212512, 0.7007955318436706, 0.45276972869553017, 0.44069165916198744, 0.3872659400728075]","['클럽', '먼지', '카드', '청소', '전화']","[-0.9592515599212419, -0.6228728776634932, -0.5821012270073321, -0.5748108699862691, -0.5615441524691]"
곤지암리조트,"['가족', '화담', '예약', '청결', '방문']","[0.05969862976029758, 0.0593938017118918, 0.04705442056897747, 0.0464577306712798, 0.04349750109737539]","['위치', '장점', '추가', '사용', '가능']","[-0.3257700012050945, -0.3257700012050945, -0.3257700012050945, -0.2371628937188153, -0.21903941981444147]"
천안 넘버25 천안역점,"['친절', '시설', '가격', '주차', '천안']","[0.7986849991054843, 0.42871342801983414, 0.41590189827410895, 0.3580650493083937, 0.35164847318440884]","['수건', '전화', '벽지', '예약', '말씀']","[-0.9696254305308897, -0.8810301541327854, -0.7303845887250476, -0.7096456295147198, -0.6370620520240319]"
공주 동학사 반디,"['감사', '청결', '노래방', '반디', '친절']","[0.4148602298568321, 0.385419998152196, 0.2653354107135523, 0.18985054352355055, 0.18044001892461278]","['화장실', '직원', '수고', '거미줄', '곰팡']","[-0.9168722554762949, -0.8096729481257035, -0.7060436048155129, -0.5911427490154032, -0.5911427490154032]"
켄싱턴리조트 경주,"['박스', '우수', '친절', '워크', '애슐리']","[1.5470645676316335, 1.4711414109991532, 1.3267923167221498, 1.130922602156955, 1.0735356765385473]","['온천', '예약', '냄새', '청소', '계획']","[-5.754842009743095, -2.2561774317430645, -2.0924550536621678, -1.9781432913308896, -1.9164498004248263]"
제주 일레인 호텔,"['친절', '침구', '중문', '객실', '사장']","[1.4527506075019327, 1.1347586501724762, 0.935199580907299, 0.925365869911044, 0.8260647237882416]","['소음', '가격', '침대', '매트리스', '시설']","[-1.4925616249064118, -1.0089122451534183, -0.9867685101370371, -0.9710172082872662, -0.9346455214783961]"
호텔 아르누보 서초,"['친절', '분위기', '우수', '교대역', '감사']","[1.3015367180614796, 0.9516403069587679, 0.9330320859455268, 0.8797286007616404, 0.8488939753502225]","['먼지', '냄새', '청소', '바닥', '관리']","[-1.5913053665829624, -1.2455107025227619, -1.0162285150726258, -0.9816900180004771, -0.8944780776814146]"
중문 리조트,"['중문', '여행', '가족', '친절', '청결']","[0.5649592171384946, 0.4891922686030412, 0.46369394079279824, 0.35639647034039984, 0.33016389420011116]","['이용자', '침대', '벌레', '객실', '아침']","[-0.542603576237858, -0.44840741048969945, -0.4192674524468339, -0.3780226383617295, -0.3494492328313404]"
대전 유성 비앤비,"['사장', '친절', '가격', '감사', '유성']","[0.8785189514368439, 0.6520843416026358, 0.5768548386551585, 0.5718462954519686, 0.5416689518537194]","['금연', '일반', '휴지', '냄새', '위생']","[-0.7866862695156478, -0.7646278791878593, -0.6971527610806728, -0.6946997780780851, -0.6918003536597653]"
김해 어방동 7,"['친절', '청결', '주차장', '시설', '감사']","[0.8090623980076519, 0.6097618321716095, 0.42127369645980023, 0.39974347781536285, 0.34891993897057716]","['가도', '내부', '주인', '상태', '입실']","[-0.7965019268088575, -0.7728822468250104, -0.7237673001094294, -0.6834917631508699, -0.6496255673677332]"
켄싱턴리조트 서귀포,"['애슐리', '친절', '관리', '우수', '걱정']","[2.2044286178224186, 1.435556668376634, 1.2234338260169517, 1.122301241834909, 1.0495537196003935]","['풍림', '서귀포', '콘도', '제주', '로비']","[-7.2147912609889255, -4.492366212486061, -2.12821194422771, -1.9439816346817325, -1.5840194713618199]"
엘리시안 강촌,"['스키', '산책', '친절', '감사', '서울']","[0.9092415129008482, 0.8527412442305479, 0.8430071284078765, 0.8304571687475949, 0.8141711347346506]","['상태', '포함', '머리카락', '신경', '노후']","[-0.9198834181586977, -0.8817270736571614, -0.8795878118214482, -0.7393301350592337, -0.7249389504336123]"
신촌 코자 coza,"['사장', '친절', '가격', '데기', '티비']","[0.6056633454716583, 0.5048622338677876, 0.46330166483571866, 0.4414534246728034, 0.4198826020256957]","['방음', '소리', '냄새', '이불', '미니']","[-1.4349684270116987, -0.9488893653337743, -0.9142123325259387, -0.8234496105768424, -0.7616451044111942]"
켄싱턴리조트 지리산남원,"['친절', '요천', '방문', '리뉴', '조식']","[1.8146266954127825, 1.1574195528216693, 1.156811334558572, 1.128049470704482, 1.1259294125084378]","['지리산', '냄새', '바닥', '청소', '모텔']","[-5.77689382785986, -1.4841009569629258, -1.399379270934661, -1.3262871717903173, -1.310622234351697]"
한화리조트 경주,"['코로나', '친절', '관리', '방문', '여유']","[1.209806694728141, 1.1810314368838486, 0.8900313111522788, 0.8177789284703408, 0.8131482080738313]","['한화', '스프링', '신관', '구관', '가능']","[-4.732492562044356, -2.73131026214882, -1.7004751176475477, -1.3605778045343888, -1.2875763557768707]"
바비엥 스위트 ii,"['친절', '요리', '서울', '취사', '서비스']","[0.9114795042205978, 0.8720110984090361, 0.8023353610208764, 0.6191989396085446, 0.6038759139451068]","['청소', '상태', '머리카락', '바닥', '불량']","[-1.9378310734460722, -1.3788388212033396, -1.3483184536840886, -1.331978173515065, -1.0190003026892709]"
강남아르누보씨티 호텔,"['친절', '강남', '위치', '음식', '우수']","[1.357105379509592, 0.9298775446620706, 0.787057784135025, 0.6611188170171914, 0.6367062696214079]","['냄새', '보통', '상태', '양호', '아랍']","[-1.3133597800785588, -1.1364896840054484, -1.0841261231954427, -1.0681525333198099, -0.9580728381689323]"
헤븐마크in속초,"['신축', '바다', '시설', '청결', '방문']","[0.5188551703979025, 0.48648003262233613, 0.328396272135475, 0.3278020037594019, 0.2981052769045108]","['가격', '청소', '부분', '혼잡', '공사']","[-0.6291502611911949, -0.5561190744970772, -0.5261293007286085, -0.5224564782232793, -0.48970110480047613]"
월드스카이 레지던스 호텔,"['시장', '호수', '시설', '위치', '친절']","[1.0567260802777592, 0.9715164490469796, 0.9482161071309734, 0.8565950679955491, 0.8211587271157982]","['오피스텔', '먼지', '머리카락', '청소', '구조']","[-1.1204865999903977, -0.8705305464377103, -0.8524570954089489, -0.6392682135723023, -0.6078335744785783]"
속초 호텔 더 블루테라,"['속초', '친절', '시설', '여행', '가족']","[1.9278019053649804, 1.582112198383245, 1.2064850554856739, 0.9489335817532083, 0.8910063804313888]","['개선', '필요', '엘베', '엘리베이터', '기본']","[-0.9851022289019409, -0.9213369614800047, -0.8192442855975635, -0.7737304406708392, -0.7268968641782088]"
켄싱턴호텔 평창,"['코로나', '키즈', '완벽', '디너', '부대시설']","[3.197110747476893, 1.9208358370482335, 1.833947937893528, 1.5958335805968324, 1.4731984339564446]","['패키지', '로비', '기대', '파크', '온돌']","[-2.543946268174172, -2.34341574775045, -2.208634502895246, -1.9973237680465639, -1.7619956612586627]"
켄싱턴리조트 설악비치,"['카페', '오션', '친절', '코로나', '맛집']","[1.932853549047899, 1.3519824051386256, 1.275164752140765, 1.229859008810606, 1.1955683302854856]","['설악', '비치', '콘도', '하일', '추가']","[-6.846109843707327, -2.7702556036447974, -2.0164473867725468, -1.9955277103148716, -1.9362173403181435]"
켄싱턴리조트 설악밸리,"['힐링', '가족', '방문', '산책', '사슴']","[1.1574289671704614, 0.9734272808495901, 0.8269440622458495, 0.7692994676228496, 0.7083076543252549]","['객실', '전반', '청결', '체크', '가격']","[-1.2923526651611952, -1.0569660082181465, -1.0330613927819763, -0.8587772623535528, -0.7735312506805039]"
켄싱턴리조트 지리산하동,"['애슐리', '친절', '슐리', '청결', '맥주']","[2.1406188764145684, 1.936414201207787, 1.562094294288449, 1.2277863365012727, 1.196745702103584]","['풍림', '콘도', '기대', '화장실', '여름']","[-5.9143812854528095, -2.555914559197862, -1.4197470969488806, -1.3778117315405614, -1.1604403746564294]"
켄싱턴리조트 충주 애견동반,"['강아지', '친절', '애견', '동반', '반려']","[3.463248827376984, 1.489506236768583, 1.2743211526582532, 1.2440510786603056, 1.1779136222453959]","['충주', '로비', '산하', '일라', '주말']","[-5.1901920542771505, -1.9113605536779463, -1.3122529771213003, -1.3122529771213003, -1.173007188727049]"
켄싱턴리조트 제주한림,"['친절', '위치', '리뉴', '직원', '산책']","[2.292522117227126, 1.5211169801396103, 1.0828942814001843, 1.042838457864508, 1.0215960330684069]","['제주', '마리나', '청소', '한림', '예약']","[-3.1133267871297745, -2.251452987780142, -1.4181979818916788, -1.2226522441492436, -1.18115408432186]"
켄싱턴리조트 제주중문,"['친절', '객실', '전망', '직원', '여행']","[0.39436867990943486, 0.29566626695996573, 0.23511090631419967, 0.23368072192290906, 0.22069070849340153]","['룸서비스', '인플루엔자', '방문기', '저녁', '메뉴']","[-0.8556980681869142, -0.8556980681869142, -0.7982556207988736, -0.4076580193569281, -0.38816452521309036]"
용평 리조트 평창,"['패키지', '우수', '친절', '슬로프', '용평']","[1.0802527145557224, 1.007056049755474, 0.9929296790124059, 0.9762927648549603, 0.8694994494355843]","['보통', '양호', '밸리', '객실', '수건']","[-1.122684033608829, -1.0253435052612303, -0.9013564080699418, -0.7748547341934213, -0.7666820095945313]"
