CL_NM,TRRSRT_NM,ADDR,TEL_NO,TOT_ENTRN_NMPR_CO,SETLE_PRICE,BASE_YM
공연전시,소암기념관,제주 서귀포시 소암로 15,0647603511,595,0.00000,202308
공연전시,소암기념관,제주 서귀포시 소암로 15,0647603511,490,0.00000,202309
공연전시,소암기념관,제주 서귀포시 소암로 15,0647603511,562,0.00000,202310
공연전시,소암기념관,제주 서귀포시 소암로 15,0647603511,592,0.00000,202311
공연전시,소암기념관,제주 서귀포시 소암로 15,0647603511,681,0.00000,202312
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,0647603567,11693,7965000.00000,202307
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,0647603567,10476,11043650.00000,202308
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,0647603567,8157,7884700.00000,202309
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,0647603567,12143,11047350.00000,202310
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,0647603567,10452,9597100.00000,202311
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,0647603567,9506,9503350.00000,202312
자연,대포주상절리,제주 서귀포시 이어도로 36-24,0647381521,9,0.00000,202308
자연,대포주상절리,제주 서귀포시 이어도로 36-24,0647381521,53375,70220000.00000,202309
자연,대포주상절리,제주 서귀포시 이어도로 36-24,0647381521,89851,113787800.00000,202310
자연,대포주상절리,제주 서귀포시 이어도로 36-24,0647381521,63000,79451000.00000,202311
자연,대포주상절리,제주 서귀포시 이어도로 36-24,0647381521,46766,66531400.00000,202312
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,0647107903,60915,0.00000,202307
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,0647107903,84039,0.00000,202308
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,0647107903,52010,0.00000,202309
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,0647107903,50511,0.00000,202310
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,0647107903,36524,0.00000,202311
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,0647107903,26231,0.00000,202312
자연,모구리야영장,제주 서귀포시 성산읍 서성일로 260,0647603408,503,1827100.00000,202307
자연,모구리야영장,제주 서귀포시 성산읍 서성일로 260,0647603408,480,1917300.00000,202308
자연,모구리야영장,제주 서귀포시 성산읍 서성일로 260,0647603408,1261,3704500.00000,202309
자연,모구리야영장,제주 서귀포시 성산읍 서성일로 260,0647603408,2150,6195000.00000,202310
자연,모구리야영장,제주 서귀포시 성산읍 서성일로 260,0647603408,658,1980800.00000,202311
자연,모구리야영장,제주 서귀포시 성산읍 서성일로 260,0647603408,490,1679600.00000,202312
자연,비자림,제주 제주시 구좌읍 비자숲길 55,0647107912,48833,0.00000,202307
자연,비자림,제주 제주시 구좌읍 비자숲길 55,0647107912,59290,0.00000,202308
자연,비자림,제주 제주시 구좌읍 비자숲길 55,0647107912,57926,0.00000,202309
자연,비자림,제주 제주시 구좌읍 비자숲길 55,0647107912,75194,0.00000,202310
자연,비자림,제주 제주시 구좌읍 비자숲길 55,0647107912,52587,0.00000,202311
자연,비자림,제주 제주시 구좌읍 비자숲길 55,0647107912,34013,0.00000,202312
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,5703,3587800.00000,202307
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,5604,4119800.00000,202308
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,6634,4670350.00000,202309
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,10455,7273500.00000,202310
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,8007,6130400.00000,202311
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,5960,4432250.00000,202312
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,6097,6474000.00000,202307
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,9061,6870200.00000,202308
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,9928,10633600.00000,202309
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,13993,13152300.00000,202310
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,9667,10441600.00000,202311
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,5613,2638600.00000,202312
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,53292,0.00000,202307
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,56135,0.00000,202308
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,75029,0.00000,202309
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,117776,0.00000,202310
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,77124,0.00000,202311
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,49034,0.00000,202312
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,1325,1962300.00000,202307
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,25199,35519550.00000,202308
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,32342,47211350.00000,202309
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,42893,61515900.00000,202310
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,37824,54869700.00000,202311
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,19380,29836850.00000,202312
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,58018,77313600.00000,202307
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,66283,81277300.00000,202308
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,56342,76955400.00000,202309
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,69874,97121600.00000,202310
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,45355,64651400.00000,202311
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,34380,50195800.00000,202312
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,36540,62926075.00000,202307
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,39121,69144650.00000,202308
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,37763,64565600.00000,202309
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,43841,69548150.00000,202310
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,31137,52542250.00000,202311
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,20648,35012250.00000,202312
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,77539,102071500.00000,202307
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,93831,124538600.00000,202308
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,87132,108686600.00000,202309
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,112428,134388200.00000,202310
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,70571,88496800.00000,202311
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,51750,68940200.00000,202312
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,8292,0.00000,202307
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,8598,0.00000,202308
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,22862,0.00000,202309
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,31363,0.00000,202310
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,24873,0.00000,202311
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,20924,0.00000,202312
