CL_NM,TRRSRT_NM,ADDR,TEL_NO,TOT_ENTRN_NMPR_CO,SETLE_PRICE,BASE_YM
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,60461,80340200,202301
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,75506,95789000,202302
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,80923,105524400,202303
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,110494,134186400,202304
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,115387,128619400,202305
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,93658,115716500,202306
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,6789,0,202301
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,8960,0,202302
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,13179,0,202303
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,18003,44374950,202304
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,18185,0,202305
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,28870,0,202306
